label,content
2,주문한 상품은 언제쯤 받을 수 있나요?
1,[냉방] 실외기가 돌아가지 않아요. 실외기가 늦게 돌아가요.
1,메시지 스팸차단 설정  해제방법이 궁금합니다.
2,배송이 지연되는 사유가 무엇인가요?
0,신탁상품을 가입했을 경우 내야하는 수수료는 어떻게 됩니까?
2,배송이 지연되는 사유가 무엇인가요?
1,에어컨 공기청정기 냄새 및 먼지 센서 동작이 안되는 것 같아요.
0,보험계약 중 동일한 보장인 경우 중복 지급이 되는지요?
1,표시창에 ES가 나타나요.
0,보험계약자 및 피보험자(보험대상자)의 고지의무 위반에 따른 안내 입니다.
1,휴대폰이 물기나 이물질에 노출될 경우 주의 사항이 궁금해요.
1,소프트웨어 업데이트 방법을 알고 계신가요
2,주문한 상품은 언제쯤 받을 수 있나요?
0,실손의료보험은 진료비영수증의 진료비총액을 보장하는 건가요?
2,휴일에도 상품을 받을수 있나요?
3,렌터카 예약가능 기간은 어떻게 되나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,최신 소프트웨어 버전으로 업데이트하고 싶어요.
1,일부 기능만 버튼을 눌러도 동작하지 않아요.
3,가이드나 인솔자 팁은 어느 정도 줘야 합니까?
2,배송중인 상품의 위치는 어떻게 확인하나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,LG 페이 앱을 설치하고 싶어요.
3,좌석 배정은 언제 받을 수 있나요?
2,상품을 A/S받고 싶어요! 어떻게 하면 되나요?
0,이자 납입내역 및 상환 내역을 FAX로 받을 수 있는지 궁금합니다.
2,배송이 지연되는 사유가 무엇인가요?
0,회원탈퇴는 어떻게 해야 합니까?
1,해제코드(PUK)를 분실한 경우 조치방법이 궁금하신가요?
3,[공항/기내서비스][기타] 좌석 지정은 요청 가능한가요?
3,항공권을 구매하였는데 하나투어마일리지 적립 받을 수 있나요?
1,바람세기 조절이 안돼요. 풍량 조절이 안돼요.
1,LG 360 캠은 무엇인가요?
3,예약 건에 탑승자 추가 예약 가능한가요?
3,자유여행을 가려하는데요. 조언 좀 해주세요.
3,국내선 항공 취소는 언제까지 해야 수수료부과가 되지 않을까요?
0,홈페이지에 회원가입을 하면 어떤 혜택이 있습니까?
3,세금 계산서 발행이 가능한가요?
0,Outlook Express를 이용하시는 분 중 보안메일 첨부 화일을 클릭했을 때 'OE가 사용자의 메일에서 엑세스를 제거한 안전하지 못한 첨부화일'이라는 메시지와 함께 열리지 않습니다.
0,기업/근로자가 펀드 선택/변경할 때 운용관리기관을 꼭 거쳐야 합니까?
3,항공 편명 확인해주세요?
0,대출금리는 어떻게 결정 되나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
3,하나투어마일리지로 국내선항공권을 구입방법
1,스탠드 에어컨 공기청정용 필터 교체 방법
1,휴대폰이 물기나 이물질에 노출될 경우 주의 사항이 궁금해요.
3,결제. 카드 승인 관련한 일반 문의
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,수익자 변경 관련 안내 입니다.
3,[기타] 인/아웃 도시가 다른 경우의 예약은 어떻게 하나요?
3,등록한 영문 명 확인하고 싶어요
3,기상악화로 인해 취소는 수수료가 부과되나요?
0,은행ATM을 통해서 보험계약대출을 받았는데 어느 지점인지 확인하고 싶습니다
2,구매확정을 하면 교환/반품을 할 수 없나요?
1,바람이 나오지 않아요.
2,롯데닷컴 배송흐름은 어떻게 되나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
1,타는 냄새가 나요.
2,상품을 직접 방문하여 수령할 수는 없나요?
3,여권 상 영문 명의 하이픈(-)이나 띄어쓰기 그대로 표기하면 되나요?
1,에어컨에서 [Od] 라는 표시가 나오며 냉방이 안돼요.
2,휴일에도 상품을 받을수 있나요?
3,탑승수속을 위해 언제까지 공항에 가야 하나요?
1,냉기가 안나올때 냄새가 심해져요. 송풍으로 사용 시 냄새가 나요.
3,인솔자와 가이드의 차이점은 무엇인가요?
0,배당금은 어떻게 확인하나요?
2,휴일에도 상품을 받을수 있나요?
1,[안드로이드] 업데이트 후 제품등록시 무한로딩이 발생합니다.
1,LG 페이 서비스 해지는 어떻게 하나요.
1,(폭염)갑자기 냉기가 안나와요.
3,예약금을 낸 후 나머지 잔액은 언제까지 내야 하죠?
3,마일리지로 결제를 하고 싶은데 어디에서 할 수 있을까요?
0,인터넷으로 펀드 거래가 가능한가요?
3,패스 구매후 이용국이 아닌 다른나라를 추가적으로 여행하려고 하면 어떻게 되나요?
3,여권에 이름은 띄어쓰기가 되어 있는데 괜찮나요?
1,LG 360 VR의 렌즈 위치와 초점 조정 방법은 어떻게 되나요?
0,엑셀파일이 올라가지 않습니다. 시스템 에러라고 나옵니다.
0,확정급여형(DB)과 확정기여형(DC) 제도의 차이점은 무엇인가요?
0,당사는 법정관리업체인데 퇴직보험에 가입할 필요가 있습니까?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,실외기가 물에 잠겼는데 사용이 가능한가요.
1,에어컨에서 [Od] 라는 표시가 나오며 냉방이 안돼요.
1,휴대폰 초기화 방법을 알고 계신가요
0,보장이 가능한지 어떻게 확인합니까?
0,단체보험 대상단체에 있어 사업장  직제  직종 등으로 구분되어 있는 경우의 단체소속 여부는 관련법규 등에서 정하는 바에 따른다고 되어 있는데 여기서 관련법규란 어떤 법을 얘기하는 것입니까?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,냉기가 나왔다 안 나왔다 해요.
2,배송이 지연되는 사유가 무엇인가요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,회원정보를 변경하려 하는데  이미 본인인증을 완료하였는데도 계속해서 본인인증 화면이 나오는 이유는 무엇인가요?
1,[아이폰] 업데이트 후 스마트 씽큐 로그인이 안될 경우
0,제 통장에서 가족계약건 인출되는데 별도로 입금안내를 해줍니까?
1,메시지로 연락처를 상대방과 주고 받으려면 어떻게 하나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,배송이 지연되는 사유가 무엇인가요?
0,무배당 보험상품이란 무엇입니까?
3,소아. 유아밀 신청은 어떻게 해야하나요?
0,고지의무를 위반하면 어떻게 되나요?
2,장바구니 담기 후 표시되는 배송비없애기란 무슨 기능인가요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,스파(Spa)
0,부활보험료를 통장해서 바로 인출할 수 있습니까?
1,제품에서 삐삐삐 5회 소리가 나요
0,고객의 성명 or 주민번호가 정정되었습니다.  정정 절차를 알려주십시오.
2,배송이 지연되는 사유가 무엇인가요?
0,대출잔고가 얼마나 됩니까?
2,배송중인 상품의 위치는 어떻게 확인하나요?
3,대기예약 언제까지 기다려야 하나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,G6 게임을 직접 플레이 하지 않을 때 배터리를 절약하고 싶어요.
1,[G6] 휴대폰을 다시 시작(리셋)하는 방법이 궁금해요.
0,부담금은 기업이 전부 부담해야 합니까?
0,퇴직보험에 가입시 회계처리는 어떻게 됩니까?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,LG Hi-Fi Plus에 이어폰 연결 후 동작은 어떻게 되나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
2,해피머니 상품권은 어떻게 사용하는 건가요?
2,배송이 지연되는 사유가 무엇인가요?
1,에어컨에 코드가 없어요. 코드가 잘렸어요.
2,주문한 상품은 언제쯤 받을 수 있나요?
3,항공권 결제는 어떻게 하나요?
0,병원발급 구비서류는 사본은 불가합니까?
0,유니버설 기능이란 무엇입니까?
2,여러가지 상품의 주문 시 묶음배송이 가능한가요?
0,우수(보험)고객신용대출을 받으면 관련 보험은 해지가 불가능한가요?
0,특별계정이 뭔가요?
3,아동요금과 유아요금은 어떤 기준으로 적용 되나요?
0,실효되고 입원(수술)했었는데 부활할 수 있습니까?
3,로그인하지 않고 예약 또는 발권할 수 있나요?
3,[결제수정 및 문의] 항공권 결제는 언제 해야 하나요?
2,아이핀(i-PIN)인증이란 무엇인가요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,배송이 지연되는 사유가 무엇인가요?
3,스위스 패스로 이용가능한 열차는 무엇인가요?
3,공항지점에서 차량 픽업 예정입니다. 픽업시각은 어떻게 정해야 하나요?
3,[유럽]유레일 패스는 좌석이 예약되어 있나요?
1,바람 나오는 날개 근처에 물방울이 맺혀요. 한방울씩 떨어져요.
1,USIM 카드 비밀번호 설정 방법이 궁금하세요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,휴대폰 발열이 있나요
1,LG 페이 카드 결제 비밀번호는 안전한가요.
2,상품을 직접 방문하여 수령할 수는 없나요?
0,개인연금보험의 소득공제 가능여부를 알려주십시오.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
3,기상 악화로 인해 항공편 결항이 발생한 경우 자동 환불이 되나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,G6 정품 퀵커버에서 사용할 수 있는 기능은 무엇인가요
1,ATM 계좌를 등록하고 싶습니다.
0,교보바로받는신용대출은 어떻게 이용할 수 있나요?
3,단체 항공은 어떻게 예약 해야 하나요?
3,여러 명 예약한 항공권인데 탑승자 각각 카드로 결제 가능한가요?
3,본인카드 외에 가족카드 또는 타인카드 결제 가능한가요?
3,여행상품 예약은 어떻게 하나요 ?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,이름변경이 가능한가요?
3,[중동] 한국의 전자제품을 가져가 사용할 수 있나요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,(듀얼)필터 청소는 어떻게 하나요.
1,(난방) 실외기에 성에가 껴요.
0,퇴직연금에도 퇴직금 중간정산제와 같이 근로자가 목돈을 필요로 할 때 사용할 수 있는 제도가 있나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
3,대한항공 예약했는데 결제하면 인증 확인전화 오는 것이 맞나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
3,예약시 여권유효기간은 얼마나 남아 있어야 하나요?
3,9석 이상 예약하려면 어떻게 해야 하나요?
1,엘지제품에도 오존이 발생하나요.
2,휴일에도 상품을 받을수 있나요?
2,회원정보와 관련된 피해를 입었을 경우엔 어떻게 하나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,V30에서 고음질 녹음시 배경 음악 없이 원음만 녹음하려면 어떻게 하나요.
1,V35의 Google Lens 기능을 알려주세요.
3,호텔 예약했어요. 공항 픽업 신청이 가능할까요?
3,여행시 여권을 잃어버리면 어떻게 해야하나요 ?
0,부활을 하려면 반드시 내방해야 합니까?
0,모든 사업장에서 강제로 퇴직연금제도를 실시해야 하나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
0,실손보험에서 간병비도 보장이 되나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,난방이 안되고 예열이 오래 걸려요.
0,MY삼성생명 전자금융거래 전용 계좌 변경 방법 안내입니다.
2,가상계좌란 무엇인가요?
1,에어컨 실내기 배수호스로 물이 빠지나요?
3,인터넷에서 예약시 요금결제는 어떻게 하나요?
1,G6 자동 통화 녹음 기능은 어떻게 사용하나요.
1,리모컨이 안돼요.
1,벽걸이 에어컨은 어떻게 청소 하나요.
3,조식 포함으로 예약했는데 확인해 주세요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,등록된 내 정보를 변경하고 싶어요.
3,[요금규정][증빙서류] 증빙서류관련 문의 답변
0,신탁이익에 대한 세금은 어떻게 됩니까?
1,버튼을 눌러도 동작하지 않아요.(공기청정 좌우바람 먼지상태 습도 등)
3,개시가 무엇인가요?
0,스마트 모기지론은 아파트외 단독주택 대출도 신청 가능한가요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,배송중인 상품의 위치는 어떻게 확인하나요?
2,휴일에도 상품을 받을수 있나요?
3,유아용 카시트/아동용카시트/아동용 부스터카시트 사용방법
2,배송이 지연되는 사유가 무엇인가요?
1,(냉방) 실외기에서 물이 떨어져요.
0,하나의 사업장에서 여러 제도를 동시에 시행할 수 있나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
0,보험료를 받으러 오지 않아 계약이 실효되면 보장은 어떻게 되나요?
0,확정기여형의 실시가 더 적합한 사업장 또는 근로자는?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,상품을 직접 방문하여 수령할 수는 없나요?
0,건강진단결과 거절체로 판정받은 경우 보험에 가입할 수 없는지요?
1,표시창에 HI 가 떠요.
3,예약 진행은 어떻게 되나요?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,오늘 자동이체일인데 오늘 자동이체 해지(해약)하면 인출되지 않나요?
3,기상악화로 인한 취소는 수수료가 부과되나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,가스냄새가 나요.
2,주문한 상품은 언제쯤 받을 수 있나요?
0,전화로 보험가입신청을 한 후 보험증권(보험가입증서)과 약관은 언제쯤 받을 수 있습니까?
0,부동산담보대출 현재 금리가 어떻게 됩니까?
3,체크인 시 바우처를 꼭 제시 해야 하나요?
0,한 달 이자가 얼마입니까?
0,주보험대상자와 입원기타시보험금을 받는자가 동일할 경우의 장해보험금 수령 절차
2,롯데닷컴 배송흐름은 어떻게 되나요?
3,해외에서 카드사용시 환율은?
2,휴일에도 상품을 받을수 있나요?
3,TW(티웨이 항공) 항공권 변경/취소 수수료 변경에 대해 알고 싶어요.
0,보험금액을 줄이려고 하는데 보험료 차액이 환불되지 않는 이유는?
3,도착지와 출발지를 다르게하여 예약할 수 있나요?
3,[지중해&유럽] 지중해 유럽 관광상품과는 어떤 차이가 있을까요?
0,중도에 특약을 삭제할 수 있는지요?
0,변액보험 펀드수익률은 어디에서 확인 할 수 있나요?
0,적립식펀드 만기가 도래했습니다. 이 경우 만기일에 자동으로 환매되나요?
1,충격으로 실내기/실외기가 파손 됐어요.
0,이민을 가려는데 보험료를 계속 납부해야 하는지요?
0,자동이체 또는 출금이체동의 등록시 농협계좌는?
1,Q리모트는 어떤 기능인가요.
3,공동운항(코드쉐어)은 무슨뜻인가요?
3,예약은 전화로만 가능한가요?
0,해지(해약)환급금이 적은 이유에 대한 안내입니다.
2,롯데닷컴 배송흐름은 어떻게 되나요?
0,퇴직연금의 급여는 언제 받을 수 있나요?
1,표시창이 자동으로 꺼져요. OF가 뜨면서 화면이 꺼져요.
0,보장자산을 준비하려면 어떻게 해야 합니까?
1,LG 360 VR을 사용해서 유투브 VR 컨텐츠 재생이 안돼요.
3,결제시한 변경 가능할까요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
3,여행시 여권유효기간은 얼마나 남아있어야 하나요
2,주문한 상품은 언제쯤 받을 수 있나요?
0,일괄청구 파일 업로드시 오류 관련
2,외국인 회원도 일반 가입과 동일하게 가입 가능한데요. 외국인은 따로 인증을 어떻게 진행하나요?
0,간편비밀번호를 시도하니 재등록하라는 메세지가 나옵니다. 왜 그런가요?
1,난방시 실외기에서 물이 떨어지나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
2,부재 중일 경우가 많습니다. 상품을 제 때 받으려면 어떻게 해야 하나요?
3,내일이 출국인데 알짜항공권 E-TKT은 언제 받을수 있나요?
0,이자는 왜 공제하고 지급합니까?(의뢰중  추가대출)
1,휴대폰과 자동차의 Bluetooth 연결이 안돼요.
0,고객사랑서비스는 어떻게 신청할 수 있습니까?
1,Smart ThinQ 연결이 안돼요. 등록실패가 떠요.
1,실외기가 물에 잠겼는데 사용이 가능한가요.
0,근로자가 사용자의 납부에 더하여 추가로 부담할 수 있나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
0,보험증권(보험가입증서) 재발행 신청 방법 입니다.
1,1H 표시가 나타나요.(2H  3H  4H  5H  6H  7H)
3,카드할인 요금으로 예약하였는데 다른카드나 현금으로 결제할 수 있나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
0,오늘 청구하면 언제 지급됩니까?
2,예약배송 상품이란 무엇이며 주문 시 언제 받아볼 수 있나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
0,전화를 통해 보험 가입을 신청하고 계약이 되는 시점은?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
3,항공권 구매시 여행자 보험도 자동으로 가입되는 건가요?
3,좌석 배정은 언제 받을 수 있나요?
0,상속포기를 했어요 사망보험금은 받을 수 있습니까?
0,홈페이지를 통한 신용대출 신청시 유의사항
1,다른 LG 휴대폰에 사진  음악  동영상을 전송하고 싶어요.
0,퇴직보험 가입시 기업측면에서 유리한 점은 무엇입니까?
2,배송이 지연되는 사유가 무엇인가요?
3,공항 면세점 이용시간은?
2,배송이 지연되는 사유가 무엇인가요?
1,실내기 디스플레이에 청정 표시가 깜박거려요.
1,ATM 입출금 기능은 어떻게 사용하나요.
0,공시수익률과 시간가중 수익률 등이 있는데 차이가 무엇입니까?
0,퇴직보험도 가입비율 조정에 의해 100%지급이 가능합니까?
0,보안카드 또는 OTP 기기를 분실했는데 금융거래회원으로 가입할 수 있습니까?
3,환전은 어떻게 해야 되나요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,예약할때 이름과 여권상의 이름이 다른경우  어떻게 해야 하나요?
0,중도보험금을 자동이체통장으로 수령할 수 있는지요?
0,로그인을 했으나 주민등록번호가 인증서소유자와 일치하지 않아 실명확인을 못했다는 메시지가 뜹니다.
2,배송중인 상품의 위치는 어떻게 확인하나요?
0,실손보험에서 양압기 구강내장치(하악전방유도장치)가 보장이 되나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
3,경유지 및 도착지 비자관련은 어떻게 확인하나요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,사망시수익자 미지정계약의 사망보험금을 수령하고자 할때 필요한 서류는 무엇인지요?
3,E-Ticket이란?
1,냉방은 되는데 배수 호스에서 물이 나오지 않아요.
0,어제 통장에 잔고가 없어서 미인출 되었는데 오늘 인출할 수 있습니까?
0,간편비밀번호 등록시 입력 오류가 나오는 경우는 어떻게 해야 하나요?
2,입금예정자와 실제 입금자가 다르면 입금확인이 안되나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,사용 중 전원이 저절로 꺼져요.
2,휴일에도 상품을 받을수 있나요?
3,환불 규정은 어떻게 되나요?
1,휴대폰 잠금설정은 어떻게 하나요.
2,주문한 상품은 언제쯤 받을 수 있나요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,[냉방] 에어컨에 토출구에서 흰 연기가 나와요. 이슬이 맺혀요.
0,확정급여형(DB)제도와 확정기여형(DC)제도 중 부담금이 더 저렴한 것은 무엇입니까?
3,차량인수시  예약한 운전자정보 다릅니다!
1,스마트 또는 와이파이 모듈을 어디에 꽂나요.
3,패키지 여행시 항공권 upgrade가 가능한가요?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,기프트팩을 통해서 액정 무상 교체를 선택했었는데 보증기간을 확인할 방법이 없나요?
3,[투어마일리지적립문의] 여행을 다녀온 후에 투어마일리지 적립요청이 가능한가요?
3,스케줄 변경 가능한지 확인해주세요?
3,부대시설(Facilities)
1,배수 호스가 빠졌어요. 찢어졌어요.
0,다건 계약에 대한 중복 보장 여부 안내 입니다.
3,온라인으로만 예약 가능한가요?
0,품질보증 제도에 대한 안내입니다.
3,환불은 어떻게 이뤄지나요?
1,캐시비 앱 동작하기.
2,인터파크 티켓에서 로그인이 되지 않아요.
0,지문인식이 가능한 스마트폰인데  왜 이용 불가로 나오나요?
1,(난방) 실외기가 돌아가지 않아요. 실외기가 늦게 돌아가요.
1,에어컨이 꺼져 있는데 실외기가 돌아가요. 사용하지 않는데 물이 떨어져요.
1,휴대폰의 콘텐츠를 케이블 없이 TV에서 볼 수 있나요.
0,자동이체 인출시 입금안내를 해줍니까?
1,스탠드 에어컨 냉각핀 (냉각기가 아래 부착된 에어컨) 청소 방법이 궁금하세요?
1,PIN코드/PUK코드를 입력 하세요 라는 창이 뜨나요.
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
1,OTG 기능에 대해 알고 싶어요.
3,특가 요금도 추가적으로 개인신분할인이 가능한가요?
3,[수화물/동승자][기타] 임산부일 경우 비행기 탑승에 제한이 있나요?
0,보험금 자동송금 서비스란?
3,국내선 예약시 사전 좌석배정을 받을 수 있나요?
1,벽걸이 에어컨 시운전 하기
1,LG백업에서 NFC로 휴대폰 데이터 받기
1,토출구 날개가 열리거나 닫힐 때 소리가 나요.
1,실내기 LED 램프가 깜박 거려요.
1,에어컨 내부청소는 어떻게 하나요.(열교환기가 하부에 있는 모델)
3,예약한 항공권의 스케줄을 변경 할 수 있나요?
0,부활보험료를 분할해서 납입할 수 있습니까?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,표시창에 ㄱ  ㄴ 표시가 떠요.
0,근로자 추가부담금 납부한도는 무엇입니까?
3,아시아나항공 혼자 여행하는 어린이 서비스는 어떻게 신청하나요?
0,삼성생명에서는 펀드 온라인 매매가 가능합니까?
1,인버터 에어컨의 월간소비전력은 하루 몇 시간 동안 가동한 수치인가요.
1,LG Hi-Fi Plus에 이어폰 연결 후 동작은 어떻게 되나요?
0,기업담당자 입니다. 보안카드를 분실 / 보안카드 비밀번호 5회 오류 발생했습니다.
3,스케줄이 변경되면 어떻게 알수 있나요?
1,G7의 AR Stickers 사용 방법을 알려 주세요.
2,배송중인 상품의 위치는 어떻게 확인하나요?
